,date,location,operator,ac_type,registration,aboard,fatalities,ground,summary
5535,"July 04, 2010","Alpine, Texas",O'Hara Flying Service II LP,Cessna 421B,N31AS,5,5,0,"The air ambulance had just taken off from Alpine-Casparis Municipal Airport when the pilot attempted to make an emergency landing. The plane hit a rut in a muddy field, a mile from the airport, overturned and burned. The aircraft was carrying a patient, her husband, two flight nurses and the pilot. The degraded performance of the airplane due to the pilot not properly setting the flaps and retracting the landing gear after takeoff. Contributing to the accident was the pilot's fatigue."
5536,"July 05, 2010","Tuzla, Romania",Military - Romainian Air Force,Antonov AN-2,,14,12,0,"The military plane, on parachuting training flight, crashed 2 km from the airport  into a field shortly after taking off. Operational errors upon take-off most likely caused the accident."
5537,"July 28, 2010","Near Elmendorf AFB, Alaska",Military - US Air Force,McDonnell Douglas C-17A Globemaster III,00-0173,4,4,0,"The cargo plane took off from runway 6 to practice for upcoming maneuvers. After the initial climb, the pilot made a sharp right turn. As the aircraft banked, the stall warning system activated . Instead of implementing stall recovery procedures, the pilot continued the turn as planned and the aircraft entered a stall from which recovery was not possible. The aircraft impacted a wooded area northwest of the airfield."
5538,"July 28, 2010","Islamabad, Pakistan",Airblue,Airbus A321-231,AP-BJB,152,152,0,"The passenger plane crashed in the Margalla hills while attempting to land at Benazir Bhutto International Airport. The tower lost contact with the plane as it was about to land in poor weather conditions. Controlled Flight into Terrain, in which aircrew failed to display superior judgment and professional skills in a self created unsafe environment. In their pursuit to land in inclement weather, they committed serious violations of procedures and breaches of flying discipline, which put the aircraft in an unsafe condition over dangerous terrain at low altitude."
5539,"August 01, 2010","Near Denali National Park, Alaska",All West Freight,Fairchild C-123K,N709RR,3,3,0,The cargo plane crashed into Mount Healy while en route.
5540,"August 03, 2010","Igarka, Russia",Katekavia Airline,Antonov An-24 V,RA-46524,15,12,0,"The plane crashed while on approach to Igarka Airport in adverse weather conditions. Crew tried to land in below weather minimums. Execution of an approach in conditions worse than the weather minima of the airfield, aircraft, and pilot. The failure of the crew to take a timely decision for a missed approach when the plane descended below the minimum safe height in the absence of reliable visual contact with approach lights and runway lights. This caused the aircraft to strike trees and the ground in controlled flight."
5541,"August 09, 2010","Near Dillingham, Alaska",GCI Communications Corp.,de Havilland Canada DH-3T Otter,N455A,9,5,0,"The floatplane, carrying passengers to a fishing site crashed into a brush and rock covered mountainside in light rain and fog. Former Alaska U.S. Senator, Ted Stevens, was among those killed.The NTSB found the probable cause to be the pilot’s temporary unresponsiveness for reasons that could not be established from the available information. There was no mechanical problem with the plane and that weather was not likely a factor in the crash."
5542,"August 16, 2010","San Andreas Island, Colombia",AIRES Colombia,Boeing B-737-73V,HK-4882,131,2,0,"The airliner crashed onto the runway and broke in two during a major storm. One hundred twenty four people were injured. One passenger died of a heart attack and a 11- year-old girl died later of head injuries. Execution of the flight below the angle of approach, due to a misjudgment of the crew, believing to be much higher, leading the aircraft to fly a typical trajectory of a 'black hole' illusion, which was experienced during the night-time approach to a runway with low contrast surrounded in bright focused lights, aggravated by bad weather of heavy rain."
5543,"August 21, 2010","Off Kaminshak Bay, Alaska",Branch River Air Service,de Havilland Canada DHC-2 Beaver,N9313Z,4,4,0,Crashed in the water off Katmai National Park. Only fragments of the plane were foud. No bodies were ever found. The probable cause was undetermined.
5544,"August 24, 2010","Yichun, China",Henan Airlines,Embraer ERJ-190-100LR,B-3130,96,44,0,"The plane overshot the runway while landing and burst into flames. The pilot violated aviation rules during the descent, did not locate the runway before landing and abandoned the crashed aircraft."
5545,"August 24, 2010","Bastipur, Nepal",Agni Air,Dornier 228-101,9NAHE,14,14,0,"The crew decided to divert to Simara Airport due to poor weather conditions at Kathmandu. Contact with ATC was lost when the plane crashed into a hillside at 9,000 ft., 20 miles SSW of Kathmandu. The crew members became disoriented after they lost contact with the ATC due to failure of both generators and the exhaustion of the backup battery."
5546,"August 25, 2010","Bandundu, Congo Democratic Republic",Filair,Let 410UVP-E,9Q-CCN,20,19,0,"The plane crashed 2km from the airstirp and impacted a house as it attempted to land following a go-around. A passenger brought aboard a crocodile hidden in a sports bag. The crocodile escaped, causing a panic among passengers who all rushed to one end of the plane. This caused an imbalance in the aircraft which led to loss of control and a crash."
5547,"August 27, 2010","Buena Vista, Venezuela",Military - Venezuelan National Guard,Mi 17V-5,GN10139,10,10,0,"The helicopter crashed while taking off on a counter-drug mission, killing all 10 soldiers on board. They were searching for a group of suspected drug traffickers in southwestern Apure state."
5548,"August 31, 2010","Misima Island, Papua New Guinea",Trans Air,Cessna 550 Citation II,P2-TAA,5,4,0,"While attempting to land in heavy rain, the plane slid off the runway and ran into some trees bursing into flames. The copilot survived."
5549,"September 03, 2010","Dubai, United Arab Emirates",United Parcel Service- UPS,Boeing B747-44AF,N571UP,2,2,0,"The cargo plane crashed 10 km North of Dubai Airport shortly after taking off. The plane was attempting to return to the airport when the accident happened. The data recorder indicated there was smoke or fire coming from the cargo area. The cargo plane's pilots struggled to see their primary flight instrument displays as thick smoke filled the cockpit. The pilots could  not manually control the plane’s elevation and direction, probably because cables running above the likely location of a cargo fire lost tension. The fire began near where a shipment of lithium batteries were stored."
5550,"September 04, 2010",Fox Glacier Airstrip,Sky Dive New Zealand,Fletcher FU-24-954,ZK-EUF,9,9,0,"Seconds after taking off from Fox Glacier airstrip, the aircraft crashed and burned in a field. Investigators blamed an overloaded plane and too much weight towards the back of the plane."
5551,"September 13, 2010","Puerto Ordaz, Venezuela",Conviasa Airline,ATR 42-320,YV-1010,51,17,0,"While en route, the passenger plane crashed and burned in a storage yard of a steel foundry, six miles SE of Puerto Ordaz Airport, after the pilot reported having problems controlling the aircraft."
5552,"September 21, 2010","Chopan district, Zabul Province, Afghanistan",International Security Assistance Force,Sikorsky UH-60 Black Hawk,93-26517,13,10,0,The military helicopter crashed while en route. There were no reports of enemy fire prior to the accident.
5553,"October 06, 2010","Rasht Valley, Tajikistan",Military - Tajik National Guard,Mi-8,,28,28,0,The military helicopter crashed after hitting power lines.
5554,"October 06, 2010","Sierra de Santa Martha, Mexico",Aviones Taxi AIFE,Cessna 501 Citation,XA-TKY,8,8,0,The air taxi crashed into mountains in poor weather conditons
5555,"October 12, 2010","Near Kabul, Afghanistan",National Air Cargo,Lockheed L-100 Hercules,5X-TUC,8,8,0,The cargo plane crashed into a mountainside about 18 miles east of Kabul Airport.
5556,"October 21, 2010","Near Bugulumisa, Congo",Tracep,Let 410UVP,9Q-CUA,2,2,0,The cargo plane experienced an engine failure 5 minutes after taking off causing the aircraft to crash.
5557,"October 27, 2010","Near Wami, Indonesia",Indonesian Police,PZL Mielec M28-05PI Skytruck,P-4202,5,5,0,"Five Indonesian police officers, on a mission to help flood victems, were killed when their plane crashed into a tree while attempting to land in poor weather conditons."
5558,"November 04, 2010","Near Guasimal, Cuba",Aerocaribbean,ATR-72-212,CU-T1549,68,68,0,"While the plane was en route, the pilot radioed an emergency message. Contact was lost and the plane crashed into mountainous terrain. All 61 passenger and 7 crew were killed.Icing  in combination with crew errors in handling the situation."
5559,"November 05, 2010","Near Karachi, Pakistan",JS Air,Beechcraft 1900C-1,AP-BJD,21,21,0,"The plane, carrying Italian oil company personne,l suffered an engine failure on climb-out and was attempting to return to the airport when it nose-dived and crashed near a residential area in Gulistan-e-Jauhar."
5560,"November 25, 2010","Strezhevoy, Russia",NARZ,Mil Mi-8T,RA-22376,10,7,0,"The helicopter, which was delivering workers to a drilling site, crashed and burned while attempting to land, after the tail rotor became entangled in wires."
5561,"November 27, 2010","Karachi, Pakistan",Sun Way,Ilyushin Il-76TD,4L-GNI,8,8,4,"The cargo plane, carrying 31 tons of relief supplies for Sudan, crashed into buildings of the Naval Housing Colony while attempting to return to runway 07R shortly after taking off from Karachi."
5562,"December 04, 2010","Moscow, Russia",Dagestan Airlines,Tupolev Tu-154M,RA-85744,169,2,0,"About 80km out from Moscow, the crew reported losing all three engines, electrical power and navigation equipment. They decided to divert back to Moscow. Visual contact with the ground could not be established until breaking through the overcast at 500 feet. The aircraft landed, skidded off the runway and broke into three pieces. Unintentional shutdown of supply tank booster pumps when the flight engineer carried out manual fuel transfer procedures during the climb, leading to instantaneous oscillation of fuel flow to the engines and their speed, a shut down of the outer engines and power supply problems in the aircraft for 2 minutes 23 seconds due to the failure of three generators. Failure to use all the possibilities by the crew to restore engine power;"
