,month,day,year,char_unknow,time_hour,time_minutes,operator,category_operator,ac_type,category_ac_type,country,route,aboard_people,fatalities_total,ground_deads,summary
4722,August,10,1997,not c,13,30,Private,No category,Cessna 180K,No category,Canada,Unknown,2 ,2 ,0,"French Canadian actress Marie-Soleil Tougas, 27, and  film director Jean-Claude Lauzon, 43, were killed when their Cessna crashed into a mountainside in strong winds and rain. They were returning from a fishing trip. While the cause of the accident is officially listed as unable to determine, an unexplained distraction and/or the effects of an optical illusion may have contributed to distracting the pilot's attention from flying the circuit."
4723,August,14,1997,not c,16,35,Air taxi,Taxi,Cessna 210,No category,Australia,Sightseeing,5 ,5 ,0,While flying at a low altitude the aircraft experienced engine trouble and crashed into trees. The engine failed due to fuel exhaustion. The pilot did not take advantage of suitable areas available for a forced landing. The aircraft stalled at a height from which recovery was not considered possible.
4724,August,15,1997,not c,19,30,Air taxi - TAM,Taxi,Cessna 550 Citation II,No category,Brazil,Unknown,2 ,2 ,0,While en route the plane went into a steep dive and impacted terrain.
4725,August,29,1997,not c,Unknown,Unknown,SATENA,No category,Pilatus PC-6 Turbo Porter / Cessna 206,No category,Venezuela,San Felipe - Puerto Inirida,12 ,12 ,0,Collided with a Cessna 206 (OB-1450) and crashed 3 miles from the airfield. Six killed on the Pilatus and 6 on the Cessna
4726,September,03,1997,not c,14,00,Vietnam Airlines,Air,Tupolev TU-134,No category,Cambodia,Ho Chi Minh City - Phnom Penh,66 ,65 ,0,"The plane was on a flight from Ho Chi Minh City to Phnom Penh when it crashed while making an approach to Pochentong International Airport in heavy rain. The plane clipped palm trees and exploded in flames after crashing into a rice paddy, one-half mile from the runway. The only survivor was a one-year-old boy. Pilot error. The captain failed to heed the warnings of the flight engineer and first officer that the plane was flying too low and failed to abort the landing."
4727,September,06,1997,not c,19,44,Borneo Airways,Air,Dornier 228-212,No category,Malaysia,Bandar Seri Begawan - Miri,10 ,10 ,0,Struck tree tops and crashed into Lambir Hill while on approach to land at Miri.
4728,September,12,1997,not c,Unknown,Unknown,TMK Air Commuter,Air,de Havilland Canada DHC-6 Twin Otter 300,No category,Zaire,Buknavu - Uvira,22 ,22 ,0,The aircraft was destroyed when it flew into a hillside during an approach to Uvira.
4729,September,13,1997,not c,17,10,Military - Luftwaffe / Military - USAF,Military,Tupolev TU-154M / C-141 Starlifter,No category,Africa,Unknown,33 ,33 ,0,"Midair collision at 39,000 ft. The Tupolev 154 aircraft was flying at the wrong cruise altitude which caused the midair collision. Twenty-four killed aboard the Tupolev and 9 aboard the C-141. Contributing factors included weak flight-following procedures of the Luanda ATC and  poor regional ground communications."
4730,September,26,1997,not c,13,34,Garuda Indonesia Airlines,Air,Airbus A300-B4-200,No category,Indonesia,Jakarta - Medan,234 ,234 ,0,The aircraft crashed into mountainous terrain 15 minutes before it was due to land at Medan on a flight from Jakarta. The aircraft crashed 20 miles from the airport. Combination of ATC errors in directing the plane in the wrong direction into mountainous terrain and the crew setting and using their instruments incorrectly. Contributing to the accident was impared visibility due to smoke from forest fires in the area.
4731,October,08,1997,not c,07,23,Scenic Airlines,Air,Cessna 208B Caravan I,No category,United States,"Montrose, CO - Page, AZ",9 ,9 ,0,"Collided with terrain at the 9,900 foot level on the Uncompahgre Plateau. The pilot's failure to maintain sufficient airspeed for undetermined reasons while maneuvering the airplane near maximum gross weight and aft center of gravity in or near instrument meteorological conditions, which resulted in a loss of control and entry into a stall/spin."
4732,October,09,1997,not c,03,00,Naysa Aerotaxis,Taxi,Beech Super King Air 200,No category,Gambia,Unknown,9 ,8 ,0,Crashed 3km short of the runway at Banjul International Airport in heavy rain and thunderstorms.
4733,October,10,1997,not c,Unknown,Unknown,Military - Republic of China Air Force,Military,Lockheed C-130H Hercules,Cessna,Taiwan,Unknown,5 ,5 ,0,Crashed in poor weather.
4734,October,10,1997,not c,22,23,Austral Lineas Aeras (Argentina),Air,McDonnell Douglas DC-9-32,No category,Uruguay,Posadas - Buenos Aires,74 ,74 ,0,"The aircraft crashed  near Nuevo Berlin, a town on the banks of the Uruguay River, after changing its route to avoid heavy rain and hail. A crater 25 feet deep crater was created where the plane crashed into the earth.  Icing of the pitot tubes. The pitot tubes froze after the aircraft passed through 49,000 ft. giving false speed readings leading to loss of control of the aircraft."
4735,October,12,1997,not c,17,28,Private,No category,Rutan Long EZ (experimental aircraft),No category,United States,Unknown,1 ,1 ,0,"The aircraft had just finished performing 3 touch-and-go landings at Monterey Peninsula Airport. Shortly after taking off a fourth time, witnesses heard the engine make popping noises, bank to the right, pitch up, and go into a steep dive from about a  500 foot altitude and crash into the sea about 150 yards offshore. Singer John Denver, 53, who was piloting the plane, was killed. Denver, an experienced pilot with over 2,800 flying hours, had only a little over an hour in the experimental plane. The accident was caused by the inadvertent application of right rudder by the pilot as he attempted to manipulate the fuel selector handle. The unmarked fuel selector handle in this aircraft was located in a hard to reach area behind the pilot's left shoulder, instead of between his legs. This required removing his harness and reaching behind. While turning around, he inadvertently pressed down on the plane's right rudder pedal causing the aircraft to roll and go into a dive.  Contributing factors were, Denver took off with too little fuel in one tank which led to the necessity of switching to his backup tank. Also it was difficult to determine how much fuel was in the tanks due to the unmarked fuel quantity sight gauge."
4736,October,29,1997,not c,Unknown,Unknown,Ariana Afghan Airlines,Air,Yakovlev YAK-40,No category,Afghanistan,Unknown,26 ,2 ,0,Crashed during a landing attempt.
4737,October,30,1997,not c,Unknown,Unknown,Unknown,No category,Cessna 206 Seneca,No category,Canada,Fort Mc Murray - La Loche,6 ,3 ,0,Crashed while en route. The pilot continued flight into adverse weather and lighting conditions which did not enable him to avoid collision with terrain. Contributing factors to this occurrence were the aircraft's unserviceability for single pilot IFR flight and the lack of guidance to company pilots as to weather limits for night VFR flight.
4738,November,08,1997,not c,08,08,Hageland Aviation Services,Services,Cessna 208B Caravan I,No category,United States,Barrow - Wainwright,8 ,8 ,0,"A few minutes after takeoff a distress call was received from the aircraft after which it ditched into the sea 200 yards offshore. The pilot's disregard for lateral fuel loading limits, his improper removal of frost prior to takeoff, and the resulting inadvertent stall/spin. Factors involved in this accident were the improper asymmetrical fuel loading which reduced lateral aircraft control, the self-induced pressure to takeoff on time by the pilot, and inadequate surveillance of the company operations by company management."
4739,December,05,1997,not c,14,46,Military - Russian Air Force,Military,Antonov AN-124-100,No category,Russia,Irkutsk - Vladivostok,23 ,23 ,44,"The military aircraft, bound for Vladivostok, crashed into a residential neighborhood twenty seconds after taking off. All four engines failed after the computer system began shutting them down shortly after takeoff.  Design flaw which led to uncoordinated operation of the high-pressure compressors."
4740,December,09,1997,not c,15,26,Sowind Air,Air,Embraer 110P1 Bandeirante,No category,Canada,Winnipeg - Little Grand Rapids,17 ,4 ,0,"Crashed during the second approach right of the approach path. While the aircraft was being manoeuvred at a very low level in marginal weather, it descended after an abrupt turn and flew, in controlled flight, into the terrain. Crew procedural error. The aircraft was 1,000 pounds heavier than the maximum allowable weight.  The GPS installed in aircraft was not approved as a primary navigational aid."
4741,December,13,1997,not c,17,05,STAP,No category,Swearingen SA-226T Metro II,No category,Bolivia,Villamontes - Santa Cruz,19 ,10 ,0,"During take off, shortly after the landing gear was retracted, one of the aircraft's engines lost power and the propeller autofeathered. The aircraft rolled to the right, struck trees and crashed inverted."
4742,December,15,1997,not c,18,35,Tajikistan Airlines,Air,Tupolev TU-154,No category,United Arab Emirates,Dushanbe - Sharjah,86 ,85 ,0,The aircraft crashed and burned while making an attempt to land. A number of errors by the crew resulted in the acccident. Not maintaining the height indicated during the last contact with the ATC. Not following instructions from the ATC. Crew fatigue and turbulence in the area contributed to the accident.
4743,December,16,1997,not c,13,30,Terry Air Inc.,Company,Cessna 402C,No category,Canada,Mackenzie - Bear Valley,3 ,3 ,0,"Crashed after taking off from Mackenzie. Wreckage was found on the west shore of Williston Lake.  The cause of the accident is undetermined, however, it is probable that low-level, visual flight in deteriorating weather contributed to the accident."
4744,December,17,1997,not c,19,13,Aerosweet Airlines (LVOV),Air,Yakovlev YAK-42,No category,Greece,Odessa - Thessaloniki,70 ,70 ,0,"The aircraft crashed into Mt. Olympus while approaching Salonica, during a second attempt to land. The plane was holding at 3,300 feet due to heavy traffic. Tower tapes indicate that after the missed approach, the crew reported they were heading north when they actually were heading west. An investigation revealed the crew had poor training, flew too low, didn't know how to use the radar equipment and failed to declare an emergency after they missed the landing strip. A second crash occurred when a C-130 transport plane on its way to pick up troops to assist in the search, crashed into Pastra Mountain."
